Title,Genre,Duration (minutes),IMDb Rating,MetaScore,Certificates,Year,Poster-src,Score
Night of the Shadow People,Fantasy,116.3,6.6,66.0,R,2016,"https://m.media-amazon.com/images/M/MV5BN2MyZDVmMjgtMjUzNS00MjRmLTliNjYtZDZkMDA2MjI1NTYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTQ1NDU4NA@@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.599999999999999
Magic Lizard,Action,116.3,5.2,66.0,R,1985,"https://m.media-amazon.com/images/M/MV5BOTI3ZTE5OGQtZjE0MS00YzNmLTllZTItMjU1NGY0OTQ3YmIzXkEyXkFqcGdeQXVyNjM2NTM3ODA@._V1_QL75_UY281_CR2,0,190,281_.jpg",5.619999999999999
Ezekiel's Landing,Drama,85.0,7.3,66.0,Not Rated,2015,"https://m.media-amazon.com/images/M/MV5BMDFkNjI1YTQtNTMzZS00N2Q1LWEwZDctMzdlODFkYTA4YTk2XkEyXkFqcGdeQXVyMjIxOTY4MTA@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.089999999999999
Iqro: My Universe,Adventure,116.3,6.9,66.0,R,2019,"https://m.media-amazon.com/images/M/MV5BYTc0ZjJjZmEtZWQ1MC00ZDQwLWJjMGMtOGUyZWUzZTllZTYwXkEyXkFqcGdeQXVyMTA0NzUyNzE0._V1_QL75_UY281_CR4,0,190,281_.jpg",6.81
Retorno,Crime,80.0,6.0,66.0,Not Rated,2010,"https://m.media-amazon.com/images/M/MV5BYTM3MjhlOGItMzk3YS00ZTg3LWFiYjUtMDIzN2VhY2EyNGJhXkEyXkFqcGdeQXVyMjExMDM5MjM@._V1_QL75_UY281_CR7,0,190,281_.jpg",6.179999999999999
New! Improved! Real-life American Fairy Tale,Sci-Fi,116.3,6.1,66.0,R,1993,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.249999999999999
Unikum,Comedy,116.3,5.7,66.0,R,1984,"https://m.media-amazon.com/images/M/MV5BMWMzNjI4MzEtYjk0MS00YmUxLTk0NjItMDFhN2RmMDIxNGJmXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,11,190,281_.jpg",5.97
El Fin,Comedy,85.0,6.9,66.0,Not Rated,2011,"https://m.media-amazon.com/images/M/MV5BMTY0OTIzNTE1N15BMl5BanBnXkFtZTgwMzUwNjA2MDE@._V1_QL75_UX190_CR0,6,190,281_.jpg",6.81
Blistayushchiy mir,Sci-Fi,116.3,5.5,66.0,R,1984,"https://m.media-amazon.com/images/M/MV5BNjA3OWFiNzgtNjlkYS00Y2FhLTliMWMtNTE5YzEyNjhkYzllXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,5,190,281_.jpg",5.829999999999999
Une vie en l'air,Sci-Fi,116.3,7.2,66.0,R,2004,"https://m.media-amazon.com/images/M/MV5BMTFlYmVkNDItMmRjOS00N2ZkLWI4NjYtNTE3OWI2MGZkY2Q5XkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.02
The Strange Case of Señor Computer,Comedy,116.3,7.4,66.0,R,2000,"https://m.media-amazon.com/images/M/MV5BNzE2NzI3MjcwOF5BMl5BanBnXkFtZTcwNTE1MDMyMQ@@._V1_QL75_UY281_CR21,0,190,281_.jpg",7.159999999999999
2k3,Drama,116.3,6.8,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BMTYwMzI5OTI4NF5BMl5BanBnXkFtZTcwODEzMjU1MQ@@._V1_QL75_UY281_CR155,0,190,281_.jpg",6.739999999999999
Apollo 54,Sci-Fi,116.3,5.6,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BYWNkMzc3MzMtMWIxNS00M2FhLTg2Y2EtY2VhY2QyNTlhYTIzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.8999999999999995
Electric Mind,Documentary,116.3,7.9,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BZDE3ZGY3OTAtYWI0MC00MzQ5LTk5ZDYtMGU3OWEwNjdhMmJlXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.51
"Geeks and Goblins, Elves and Elliot",Comedy,116.3,6.7,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMTMyMDc4MTgxOV5BMl5BanBnXkFtZTcwMTQ3NjAzMw@@._V1_QL75_UY281_CR9,0,190,281_.jpg",6.669999999999999
Almost Human,Horror,116.3,6.2,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.319999999999999
Severance,Drama,116.3,5.1,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMTY4MTI4NDQ0OV5BMl5BanBnXkFtZTcwMzM5NzYwNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.549999999999999
Victor_Robot,Animation,116.3,7.4,66.0,R,2020,"https://m.media-amazon.com/images/M/MV5BZDk1NzM0NWUtZDA1OS00NDhjLWJkZGItZDY1NjNjODI3M2E4XkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.159999999999999
Die phantastische Welt des Matthew Madson,Animation,116.3,5.7,66.0,R,1974,"https://m.media-amazon.com/images/M/MV5BZTA0MDM1M2UtNjM5MS00ZGQwLTljMzUtYTI5MGRkYjEwZDg2XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.97
Neverender,Comedy,116.3,7.3,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BNmM0NzAzZjEtMDljMS00Mzc3LThlNTctNjY0MzBiYjc5OTBhXkEyXkFqcGdeQXVyNTM0Njc1NDk@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.089999999999999
Duel,Comedy,116.3,8.3,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BMTg4NjU2MTc2N15BMl5BanBnXkFtZTgwOTAxNjM4NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.79
Spidertron,Action,116.3,6.7,66.0,R,2008,"https://m.media-amazon.com/images/M/MV5BOWE3MjM5YjctYmY5Yi00YjQ3LWFjYTMtMTg4ZTA3Mjc4ZWUzXkEyXkFqcGdeQXVyMTI4Njc2Mjgz._V1_QL75_UX190_CR0,15,190,281_.jpg",6.669999999999999
A Taste of Kiss,Drama,116.3,8.0,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BMmEwODdiMGMtNjI4NS00YTA2LWJiZjQtODAwM2M4ZjkxN2Y3XkEyXkFqcGdeQXVyMTc2MzEwODQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.579999999999999
The Fix:,Sci-Fi,116.3,5.7,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BOTM5ODE0ODM4N15BMl5BanBnXkFtZTcwNDM5ODI3NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.97
The Synthetic Man,Sci-Fi,116.3,6.5,66.0,R,1988,"https://m.media-amazon.com/images/M/MV5BYzZhNWI3NzktNDQ4Mi00ZDA4LWJjM2YtN2Q3N2YxNzZhMTAxXkEyXkFqcGdeQXVyMTI2NDc1NTQ5._V1_QL75_UY281_CR93,0,190,281_.jpg",6.529999999999999
Die Welt ohne Maske,Comedy,116.3,6.2,66.0,R,1934,"https://m.media-amazon.com/images/M/MV5BNGJjYTUzY2EtY2ZiYy00MmEyLTkyMDgtMjYzMDhhYmYwN2M1XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_QL75_UX190_CR0,9,190,281_.jpg",6.319999999999999
Johnny Shortwave,Drama,116.3,5.2,66.0,R,1995,"https://m.media-amazon.com/images/M/MV5BYzY5NGU5NmUtYjAwYy00ZDk3LWI3NmQtZTQ1M2NiZDEyOTI3XkEyXkFqcGdeQXVyMjQ0OTk2MDk@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.619999999999999
Single Minded,Action,116.3,6.8,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMjcwNjM3YzgtOGZlNy00ODMwLTgyYWUtNDMyNTVlM2UxYzE5XkEyXkFqcGdeQXVyMjU0OTg5Mw@@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.739999999999999
La jaula,Sci-Fi,116.3,5.7,66.0,R,2000,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.97
Atrophy,Sci-Fi,116.3,7.8,66.0,R,2018,"https://m.media-amazon.com/images/M/MV5BYjkzZmIxZDktN2Y1OC00OGQwLTkyYzktY2VjYTMyMjlmNGNmXkEyXkFqcGdeQXVyMzk0MDMwMw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4399999999999995
As the Earth Turned,Comedy,116.3,7.1,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.949999999999999
Last Days,Drama,116.3,5.9,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMTk2MTg3NjU5OF5BMl5BanBnXkFtZTcwMzU3MzE5Nw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.109999999999999
Oigye Eseo on Ulemae 9: Mujeok Ui Paiteo Ulemae,Action,116.3,7.0,66.0,R,1993,"https://m.media-amazon.com/images/M/MV5BNDkxOTlmYzktMGVmZi00NDdhLThiZWEtOTg3NWMzNzNhNWYyXkEyXkFqcGdeQXVyMTQyNTEwOTc5._V1_QL75_UY281_CR8,0,190,281_.jpg",6.879999999999999
La grata,Sci-Fi,116.3,7.1,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BY2IzYmUwYTktM2I2YS00Yzc4LTg4MDMtMjMxZWJiZGMyZmY1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.949999999999999
Roboflash Warrior,Action,116.3,5.2,66.0,R,1994,"https://m.media-amazon.com/images/M/MV5BM2M5ZmQxMmMtNTBiMi00ODI3LWIwM2EtNTEzZGIwZmVhYTcyXkEyXkFqcGdeQXVyODU4MTk4Mzk@._V1_QL75_UX190_CR0,13,190,281_.jpg",5.619999999999999
Mislandia,Adventure,116.3,7.4,66.0,R,2019,"https://m.media-amazon.com/images/M/MV5BNzVlZjhlNmMtYWNiNi00ZjFhLTg1ZjAtNDBjYjRhMTM2YTViXkEyXkFqcGdeQXVyMTAzMTQ0NTM1._V1_QL75_UX190_CR0,25,190,281_.jpg",7.159999999999999
Zvyozdnaya komandirovka,Comedy,116.3,5.4,66.0,R,1983,"https://m.media-amazon.com/images/M/MV5BZTZkZjYzMjctZmZkYy00YWRlLTgyOWYtYWExNWUyY2VjODljXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.76
Amare,Drama,116.3,8.6,66.0,R,2018,"https://m.media-amazon.com/images/M/MV5BNjNlOGQ0YzktOTBmNi00ODg4LWE1OWItYzU5Zjc1OTFhMGFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDE3NDY0Mjc@._V1_QL75_UX190_CR0,4,190,281_.jpg",7.999999999999999
Ulemae 4: Thunder V chuldong,Sci-Fi,116.3,6.2,66.0,R,1987,"https://m.media-amazon.com/images/M/MV5BMzBjZGQ0MDktOWUwZC00ZTVjLTgwZjctNzdjNjFmMGQ3NDU4XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,9,190,281_.jpg",6.319999999999999
Retribution in the Year 2050,Sci-Fi,116.3,5.1,66.0,R,1998,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.549999999999999
Grandfather's Century,Sci-Fi,116.3,7.0,66.0,R,2020,"https://m.media-amazon.com/images/M/MV5BZTk1YTY1ZjYtZGUyNC00NWU1LTlkMGYtNmFhMGQ3MWI2Y2Y4XkEyXkFqcGdeQXVyNjA2NTE0OTI@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.879999999999999
Die Wahrheit über die Stasi,Comedy,116.3,7.8,66.0,R,1992,"https://m.media-amazon.com/images/M/MV5BNzUxZDc0MTYtMjVkNy00MDg3LTg2NGMtODg0MjJiY2Y0ZGYwXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4399999999999995
Agilem eli fragmentteja Pään elämästä,Sci-Fi,116.3,7.0,66.0,R,2018,"https://m.media-amazon.com/images/M/MV5BYjhlMjEwNTAtZjZlZC00MjhjLTljYmUtMDZlYzhkYzU4MTg3XkEyXkFqcGdeQXVyODc1NjU1MTE@._V1_QL75_UY281_CR248,0,190,281_.jpg",6.879999999999999
An American Cyborg,Action,73.0,6.2,66.0,Not Rated,2002,"https://m.media-amazon.com/images/M/MV5BMTM1MjY1MzE1MV5BMl5BanBnXkFtZTcwOTA1NzMzMQ@@._V1_QL75_UY281_CR120,0,190,281_.jpg",6.319999999999999
Johnny Be Gone,Drama,116.3,6.1,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BMTg0MDE4MzkyOV5BMl5BanBnXkFtZTgwMjUzNDgxNDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.249999999999999
The Importance of Being Russell,Comedy,116.3,5.2,66.0,R,2006,"https://m.media-amazon.com/images/M/MV5BNDY4Njg4MDk2MV5BMl5BanBnXkFtZTgwNDM5MTA2MDE@._V1_QL75_UY281_CR0,0,190,281_.jpg",5.619999999999999
A Cold Day in Hell,Drama,116.3,6.9,66.0,R,2015,"https://m.media-amazon.com/images/M/MV5BNTg0Y2MwMzAtMmNkMC00Y2Q1LWE0NWEtMTcwOWVkZDc3Y2Q2XkEyXkFqcGdeQXVyNDgzOTQ4NTM@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.81
Dead Strange Jam,Comedy,116.3,5.5,66.0,R,2015,"https://m.media-amazon.com/images/M/MV5BNmE3ZTMzODMtNzA3Ny00ZjNiLWJkODQtMjU4Yjc2OTJlZDFmXkEyXkFqcGdeQXVyMjQyOTAzMDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.829999999999999
Idealnoe prestuplenie,Mystery,116.3,6.1,66.0,R,1990,"https://m.media-amazon.com/images/M/MV5BNzI2MTRkMTUtMDVmZS00MGY4LWJiMmMtM2MwMDcyODIxZjM5XkEyXkFqcGdeQXVyNTE1MDE2MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.249999999999999
Steampunk,Action,116.3,5.5,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.829999999999999
Karim Patwa's Spaceship,Biography,116.3,8.3,66.0,R,2004,"https://m.media-amazon.com/images/M/MV5BMmUyNmI1ZjItM2MyYi00YjkwLWE2MTItYzBlZTU4NjE4N2VhXkEyXkFqcGdeQXVyNTkyOTA4MjM@._V1_QL75_UY281_CR7,0,190,281_.jpg",7.79
Minushi,Animation,94.0,7.2,66.0,Not Rated,2007,"https://m.media-amazon.com/images/M/MV5BMjUzNjYwMjYxNl5BMl5BanBnXkFtZTcwNjYwNzI2Mw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.02
Embers of the Sky,Drama,116.3,6.3,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMTQ2NDYwMzI5MV5BMl5BanBnXkFtZTcwOTc3MTQ2Nw@@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.389999999999999
Timeshifters 2: Alternate Present,Sci-Fi,116.3,7.2,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.02
The Paralyzing Agent,Drama,116.3,6.2,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BMTU0MDA2ODg0Nl5BMl5BanBnXkFtZTcwOTE3NTU2Mg@@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.319999999999999
Dreamscape,Sci-Fi,116.3,6.3,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BMTA4NTU2MzgwMTdeQTJeQWpwZ15BbWU3MDg4OTgwODc@._V1_QL75_UY281_CR18,0,190,281_.jpg",6.389999999999999
The Last Dudes on Earth,Comedy,116.3,6.9,66.0,R,2005,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.81
Nova Express,Sci-Fi,116.3,7.5,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.2299999999999995
Space Tours: Mission E.V.A.,Comedy,116.3,5.5,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BMzNmZDk0NjItMTQ4OC00YTU0LTg2YmYtODQzZmU1OWY1YmNmXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",5.829999999999999
Ratstar,Comedy,116.3,7.7,66.0,R,2004,"https://m.media-amazon.com/images/M/MV5BNzYxOTcwNTMwM15BMl5BanBnXkFtZTcwNDczNDUzNg@@._V1_QL75_UX190_CR0,4,190,281_.jpg",7.369999999999999
Counter-Clockwise,Romance,116.3,6.0,66.0,R,2011,"https://m.media-amazon.com/images/M/MV5BMjAzMTY5MTE3Nl5BMl5BanBnXkFtZTcwMTQ2MzY5Ng@@._V1_QL75_UX190_CR0,4,190,281_.jpg",6.179999999999999
Prodavetz vozdukha,Sci-Fi,116.3,5.8,66.0,R,1967,"https://m.media-amazon.com/images/M/MV5BYmIyNmU5ZGUtNTUyZC00ZTZiLWI3ZWYtODBlMGQ1NGRjY2IzXkEyXkFqcGdeQXVyMTEyODcxMTc@._V1_QL75_UY281_CR7,0,190,281_.jpg",6.039999999999999
The Lower Circle,Fantasy,116.3,8.2,66.0,R,2009,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.719999999999999
Dangerous Stories,Horror,116.3,5.5,66.0,R,1989,"https://m.media-amazon.com/images/M/MV5BNzc4MTZlMzktYWZkNy00OWZkLTk3ODUtMzg3NjczY2Q2MmY0XkEyXkFqcGdeQXVyNTY4ODAxODI@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.829999999999999
Karutha Rathrikal,Crime,116.3,6.6,66.0,R,1967,"https://m.media-amazon.com/images/M/MV5BZWQyNzczMGQtNmUzOS00N2Y3LThmYjctM2FhNGQ5OTAwYWEzXkEyXkFqcGdeQXVyMTMzMjUyNA@@._V1_QL75_UY281_CR8,0,190,281_.jpg",6.599999999999999
The Drivetime,Crime,116.3,6.7,66.0,R,1995,"https://m.media-amazon.com/images/M/MV5BYmJmOWUwNTUtYTlkMi00NzUyLWExZTUtNWIwOTIyNTk3NjA4XkEyXkFqcGdeQXVyMjQ4ODcyMTE@._V1_QL75_UY281_CR1,0,190,281_.jpg",6.669999999999999
The Elk Hotel,Drama,116.3,5.3,66.0,R,2006,"https://m.media-amazon.com/images/M/MV5BMTQzMTM0OTExNV5BMl5BanBnXkFtZTcwMDg4MTEzMQ@@._V1_QL75_UY281_CR64,0,190,281_.jpg",5.6899999999999995
Collision Moon,Sci-Fi,116.3,6.9,66.0,R,2021,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.81
Spilt Blood,Fantasy,116.3,6.4,66.0,R,2015,"https://m.media-amazon.com/images/M/MV5BMjQzZTI5ZjctMDUyZS00NDM5LThhYWItOWI0M2NjYzUzNTFhXkEyXkFqcGdeQXVyMTc3Njc1MjY@._V1_QL75_UY281_CR62,0,190,281_.jpg",6.459999999999999
Encounter: Omzion,Animation,127.0,6.2,66.0,Not Rated,2010,"https://m.media-amazon.com/images/M/MV5BMTk1MDgyODU2MV5BMl5BanBnXkFtZTcwODY5NjU2Mw@@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.319999999999999
Idõugrók 2 - Alternatív jelen,Sci-Fi,116.3,6.4,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BMjI2MDY5NDA2M15BMl5BanBnXkFtZTcwMDQ2NjYxOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.459999999999999
Cinco gallinas y el cielo,Comedy,116.3,7.8,66.0,R,1957,"https://m.media-amazon.com/images/M/MV5BMjVmZTRjZDYtNWMxZi00YjEwLTg5MjYtNTAzMWM3ZjQ5MjRiXkEyXkFqcGdeQXVyNTkyMzkxODQ@._V1_QL75_UX190_CR0,5,190,281_.jpg",7.4399999999999995
This Corrosion,Mystery,116.3,5.7,66.0,R,2003,"https://m.media-amazon.com/images/M/MV5BMTQ5MTUyMDk3NF5BMl5BanBnXkFtZTYwODIzNTk5._V1_QL75_UY281_CR45,0,190,281_.jpg",5.97
Liberation! The Musical,Action,116.3,7.3,66.0,R,2013,"https://m.media-amazon.com/images/M/MV5BNDVkNjY5NjctNDE4Ni00NDI0LTk1YTEtMTY3NWI2ZDgwMzJiXkEyXkFqcGdeQXVyMTIyMDAxMTk@._V1_QL75_UY281_CR209,0,190,281_.jpg",7.089999999999999
Target Audience 9.1,Comedy,116.3,6.6,66.0,R,2007,"https://m.media-amazon.com/images/M/MV5BODRlZWIwNDEtMTQyZS00MjYxLWJiODAtYjc2NzNlNzg5ZWZjXkEyXkFqcGdeQXVyNTE0NzgyMTk@._V1_QL75_UY281_CR92,0,190,281_.jpg",6.599999999999999
The Cookbook,Mystery,116.3,5.6,66.0,R,2018,"https://m.media-amazon.com/images/M/MV5BMDgyODgxODYtNGE4ZS00ZjkzLTg4ZWYtZDI2NjQ3MTUzOTJkXkEyXkFqcGdeQXVyODkwNzIxMDU@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.8999999999999995
Origins III: Destiny,Action,116.3,6.1,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BMjMwMzAxNTY0Ml5BMl5BanBnXkFtZTcwNjI2NDA0Nw@@._V1_QL75_UY281_CR14,0,190,281_.jpg",6.249999999999999
I Heart Doomsday,Comedy,116.3,6.0,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BNTEyOTM5MTUtMDY0ZC00MGNmLWFmZTctMGRiMGM1NjIzODRhXkEyXkFqcGdeQXVyMjIzNTMyNTQ@._V1_QL75_UY281_CR13,0,190,281_.jpg",6.179999999999999
A Dog Called Pain,Animation,116.3,7.3,66.0,R,2001,"https://m.media-amazon.com/images/M/MV5BNWMzYWQ0ZDMtYTdjMC00OTNlLTk3NmItNzRhOTA5ZGI2YWU2XkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg",7.089999999999999
The Dead Speak,Drama,116.3,6.2,66.0,R,1935,"https://m.media-amazon.com/images/M/MV5BZmUzOTFkMTEtNDEzMi00NWEyLWIxNmEtZTNjMmJhOGI3NmZiXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_QL75_UX190_CR0,11,190,281_.jpg",6.319999999999999
Marty's Project,Comedy,116.3,9.5,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BM2U4YzFlNTctZmVlOS00MTI3LTkxYTItZTc0OGJkMGUyMzEwXkEyXkFqcGdeQXVyMTM1NjQ4MDI@._V1_QL75_UY281_CR29,0,190,281_.jpg",8.629999999999999
Chronospunk! The Pursuit of Who?,Comedy,116.3,7.8,66.0,R,2014,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.4399999999999995
Monolog,Drama,116.3,6.8,66.0,R,2010,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.739999999999999
Buljong,Drama,116.3,6.0,66.0,R,1995,"https://m.media-amazon.com/images/M/MV5BY2YyNmJjOGEtMTE2OC00NjFhLTg1NmEtYmIzMWY1MmUzYzcwXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.179999999999999
Ulemae 7: Dolaon Ulemae,Sci-Fi,116.3,5.7,66.0,R,1992,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.97
L'invité de la onzième heure,Drama,116.3,6.1,66.0,R,1945,"https://m.media-amazon.com/images/M/MV5BOTFlZTg1MzMtMWFjNC00OGIxLWJkYzEtZDhiNWNiOGY1OWYzXkEyXkFqcGdeQXVyNjI5NTk0MzE@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.249999999999999
Traveller: Red,Sci-Fi,116.3,5.3,66.0,R,2006,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.6899999999999995
New Machine: Ulemae 5,Sci-Fi,116.3,6.7,66.0,R,1988,"https://m.media-amazon.com/images/M/MV5BNTJhMmNiYjUtMzE2ZC00MTM0LWJhNGYtMTZiMDY4ZDg5M2IwXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.669999999999999
Blister,Action,116.3,6.5,66.0,R,2000,"https://m.media-amazon.com/images/M/MV5BZDU1NTk0ZWMtZTgzMS00YTNmLWJiNjEtMzQ0OWU5OGNmZjU0XkEyXkFqcGdeQXVyMTk0MzIxOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.529999999999999
Lo que pudo ser 2084,Sci-Fi,116.3,8.6,66.0,R,2021,"https://m.media-amazon.com/images/M/MV5BZmMwMTdiMmQtZWVhYi00NTk2LTlmNjYtYTJiOWFiNTNhOGRjXkEyXkFqcGdeQXVyMTEwNjU2ODM0._V1_QL75_UY281_CR5,0,190,281_.jpg",7.999999999999999
Wu zui zhi cheng,Drama,116.3,6.6,66.0,R,2017,"https://m.media-amazon.com/images/M/MV5BNGQ4NjBkOGEtNDgwNC00ODQ1LTlhMDYtNDQ1MmFiNjg4NDE0XkEyXkFqcGdeQXVyNTE3NzcyNjg@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.599999999999999
Vitaminac,Sci-Fi,116.3,5.4,66.0,R,2012,"https://m.media-amazon.com/images/M/MV5BODliN2NhZTctMmUwNS00YTBkLWFhMTYtMjk3ZWM1ZDMwMzk4XkEyXkFqcGdeQXVyMTY2MDAxOTQ@._V1_QL75_UY281_CR155,0,190,281_.jpg",5.76
